CODIGO;TITULO
60029300;60029300 - - - DE FIBRAS SINTETICAS O ARTIFICIALES
60029900;60029900 - - - LOS DEMAS
6003;6003 - TEJIDOS DE PUNTO DE ANCHURA INFERIOR O IGUAL A 30 cm, EXCEPT
60031000;60031000 - - De lana o pelo fino
60032000;60032000 - - De algodón
60033000;60033000 - - De fibras sintéticas
60034000;60034000 - - De fibras artificiales
60039000;60039000 - - Los demás
6004;6004 - TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENI
60041010;60041010 - - - Con poliuretano (“licra”)
60041090;60041090 - - -  Otros
60049000;60049000 - - Los demás
6005;6005 - TEJIDOS DE PUNTO POR URDIMBRE (INCLUIDOS LOS OBTENIDOS EN TE
60051000;60051000 - - De lana o pelo fino
60052100;60052100 - - - Crudos o blanqueados
60052200;60052200 - - - Teñidos
60052300;60052300 - - - Con hilados de distintos colores
60052400;60052400 - - - Estampados
60053100;60053100 - - - Crudos o blanqueados
60053200;60053200 - - - Teñidos
60053300;60053300 - - - Con hilados de distintos colores
60053400;60053400 - - - Estampados
60053510;60053510 -  - - - Crudos o blanqueados
60053520;60053520 -  - - - Te?idos
60053530;60053530 -  - - -  Con hilados de distintos colores
60053540;60053540 -  - - - Estampados
60053600;60053600 -  - - Los demas, crudos o blanqueados
60053700;60053700 -  - - Los demas, te?idos
60053800;60053800 -  - - Los demas, con hilados de distintos colores
60053900;60053900 -  - - Los demas, estampados
60054100;60054100 - - - Crudos o blanqueados
60054200;60054200 - - - Teñidos
60054300;60054300 - - - Con hilados de distintos colores
60054400;60054400 - - - Estampados
60059000;60059000 - - Los demás
60059010;60059010 - - - De lana o pelo fino
60059090;60059090 - - - Otros
6006;6006 - LOS DEMAS TEJIDOS DE PUNTO
60061000;60061000 - - De lana o pelo fino
60062100;60062100 - - - Crudos o blanqueados
60062200;60062200 - - - Teñidos
60062300;60062300 - - - Con hilados de distintos colores
60062400;60062400 - - - Estampados
60063100;60063100 - - - Crudos o blanqueados
60063200;60063200 - - - Teñidos
60063300;60063300 - - - Con hilados de distintos colores
60063400;60063400 - - - Estampados
60064100;60064100 - - - Crudos o blanqueados
60064200;60064200 - - - Teñidos
60064300;60064300 - - - Con hilados de distintos colores
60064400;60064400 - - - Estampados
60069000;60069000 - - Los demás
61;61 - PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR, DE PUNTO
6101;6101 - ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTICULOS 
61011000;61011000 - - DE LANA O PELO FINO
61012000;61012000 - - De algodón
61013000;61013000 - - De fibras sintéticas o artificiales
61019000;61019000 - - De las demás materias textiles
61019010;61019010 - - - De lana o pelo fino
61019090;61019090 - - - Otras
6102;6102 - ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTICULOS 
61021000;61021000 - - DE LANA O PELO FINO
61022000;61022000 - - De algodón
61023000;61023000 - - De fibras sintéticas o artificiales
61029000;61029000 - - De las demás materias textiles
6103;6103 - TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTA
61031000;61031000 - - TRAJES (AMBOS O TERNOS):
61031010;61031010 - - - De lana o pelo fino
61031020;61031020 - - - De fibras sintiticas
61031090;61031090 - - - De las demas materias textiles
61031100;61031100 - - - DE LANA O PELO FINO
61031200;61031200 - - - De fibras sintéticas
61031900;61031900 - - - De las demás materias textiles
61032000;61032000 - - CONJUNTOS:
61032100;61032100 - - - DE LANA O PELO FINO
61032200;61032200 - - - De algodón
61032300;61032300 - - - De fibras sintéticas
61032900;61032900 - - - De las demás materias textiles
61032910;61032910 - - - - De lana o pelo fino
61032990;61032990 - - - - Otras
61033000;61033000 - - CHAQUETAS (SACOS):
61033100;61033100 - - - DE LANA O PELO FINO
61033200;61033200 - - - De algodón
61033300;61033300 - - - De fibras sintéticas
61033900;61033900 - - - De las demás materias textiles
61034000;61034000 - - PANTALONES LARGOS, PANTALONES CON PETO, PANTALONES CORTOS 
61034100;61034100 - - - DE LANA O PELO FINO
61034200;61034200 - - - De algodón
61034300;61034300 - - - De fibras sintéticas
61034900;61034900 - - - De las demás materias textiles
6104;6104 - TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), VESTIDOS, FALDA
61041000;61041000 - - TRAJES SASTRE:
61041100;61041100 - - - DE LANA O PELO FINO
61041200;61041200 - - - De algodón
61041300;61041300 - - - De fibras sintéticas
61041900;61041900 - - - De las demás materias textiles
61041910;61041910 - - - - De lana o pelo fino
61041920;61041920 - - - - De algodsn
61041990;61041990 - - - - Otras
61042000;61042000 - - CONJUNTOS:
61042100;61042100 - - - DE LANA O PELO FINO
61042200;61042200 - - - De algodón
61042300;61042300 - - - De fibras sintéticas
61042900;61042900 - - - De las demás materias textiles
61042910;61042910 - - - - De lana o pelo fino
61042990;61042990 - - - - Otras
61043000;61043000 - - CHAQUETAS (SACOS):
61043100;61043100 - - - DE LANA O PELO FINO
61043200;61043200 - - - De algodón
61043300;61043300 - - - De fibras sintéticas
61043900;61043900 - - - De las demás materias textiles
61044000;61044000 - - VESTIDOS:
61044100;61044100 - - - DE LANA O PELO FINO
61044200;61044200 - - - De algodón
61044300;61044300 - - - De fibras sintéticas
61044400;61044400 - - - DE FIBRAS ARTIFICIALES
61044900;61044900 - - - De las demás materias textiles
61045000;61045000 - - FALDAS Y FALDAS PANTALON:
61045100;61045100 - - - DE LANA O PELO FINO
61045200;61045200 - - - De algodón
61045300;61045300 - - - De fibras sintéticas
61045900;61045900 - - - De las demás materias textiles
61046000;61046000 - - PANTALONES LARGOS,PANTALONES CON PELO,PANTALONES CORTOS(CA
61046100;61046100 - - - DE LANA O PELO FINO
61046200;61046200 - - - De algodón
61046300;61046300 - - - De fibras sintéticas
61046900;61046900 - - - De las demás materias textiles
6105;6105 - CAMISAS DE PUNTO PARA HOMBRES O NIÑOS
61051000;61051000 - - De algodón
61052000;61052000 - - De fibras sintéticas o artificiales
61059000;61059000 - - De las demás materias textiles
6106;6106 - CAMISAS, BLUSAS Y BLUSAS CAMISERAS, DE PUNTO, PARA MUJERES O
61061000;61061000 - - De algodón
61062000;61062000 - - De fibras sintéticas o artificiales
61069000;61069000 - - De las demás materias textiles
6107;"6107 - CALZONCILLOS (INCLUIDOS LOS LARGOS Y LOS """"SLIPS""""), CAMISON"
61071000;"61071000 - - CALZONCILLOS Y ""SLIPS"":"
61071100;61071100 - - - De algodón
61071200;61071200 - - - De fibras sintéticas o artificiales
61071900;61071900 - - - De las demás materias textiles
61072000;61072000 - - CAMISONES Y PIJAMAS:
61072100;61072100 - - - De algodón
61072200;61072200 - - - De fibras sintéticas o artificiales
61072900;61072900 - - - De las demás materias textiles
61079000;61079000 - - LOS DEMAS:
61079100;61079100 - - - De algodón
61079200;61079200 - - - De fibras sintéticas o artificiales
61079900;61079900 - - - De las demás materias textiles
61079910;61079910 - - - - De fibras sintiticas o artificiales
61079990;61079990 - - - - Otras
6108;"6108 - COMBINACIONES, ENAGUAS, BRAGAS (""""BLOOMERS"""", BOMBACHAS, CAL"
61081000;61081000 - - COMBINACIONES Y ENAGUAS:
61081100;61081100 - - - De fibras sintéticas o artificiales
61081900;61081900 - - - De las demás materias textiles
61082000;"61082000 - - BRAGAS (""BLOOMERS"",BOMBACHAS,CALZONES)(INCLUSO LAS QUE NO "
61082100;61082100 - - - De algodón
61082200;61082200 - - - De fibras sintéticas o artificiales
61082900;61082900 - - - De las demás materias textiles
61083000;61083000 - - CAMISONES Y PIJAMAS:
61083100;61083100 - - - De algodón
61083200;61083200 - - - De fibras sintéticas o artificiales
61083900;61083900 - - - De las demás materias textiles
61089000;61089000 - - LOS DEMAS:
61089100;61089100 - - - De algodón
61089200;61089200 - - - De fibras sintéticas o artificiales
61089900;61089900 - - - De las demás materias textiles
6109;"6109 - T-SHIRTS"""" Y CAMISETAS INTERIORES, DE PUN"
61091000;61091000 - - De algodón
61099000;61099000 - - De las demás materias textiles
6110;"6110 - SUETERES (JERSEYS), """"PULLOVERS"""", CARDIGANES, CHALECOS Y AR"
61101000;61101000 - - DE LANA O PELO FINO
61101100;61101100 - - - De lana
61101200;61101200 - - - De cabra de Cachemira
61101900;61101900 - - - Los demás
61102000;61102000 - - De algodón
61103000;61103000 - - De fibras sintéticas o artificiales
61109000;61109000 - - De las demás materias textiles
6111;6111 - PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR, DE PUNTO, PA
61111000;61111000 - - DE LANA O PELO FINO
61112000;61112000 - - De algodón
61113000;61113000 - - De fibras sintéticas
61119000;61119000 - - De las demás materias textiles
61119010;61119010 - - - De lana o pelo fino
61119090;61119090 - - - Otras
6112;6112 - CONJUNTOS DE ABRIGO PARA ENTRENAMIENTO O DEPORTE (CHANDALES)
61121000;61121000 - - CONJUNTOS DE ABRIGO PARA ENTRENAMIENTO O DEPORTE:
61121100;61121100 - - - De algodón
61121200;61121200 - - - De fibras sintéticas
61121900;61121900 - - - De las demás materias textiles
61122000;61122000 - - Monos (overoles) y conjuntos de esquí
61123000;61123000 - - BA¥ADORES PARA HOMBRES O NI¥OS:
61123100;61123100 - - - De fibras sintéticas
61123900;61123900 - - - De las demás materias textiles
61124000;61124000 - - BA¥ADORES (DE UNA O DOS PIEZAS) PARA MUJERES O NI¥AS:
61124100;61124100 - - - De fibras sintéticas
61124900;61124900 - - - De las demás materias textiles
6113;6113 - PRENDAS DE VESTIR CONFECCIONADAS CON TEJIDOS DE PUNTO DE LAS
61130000;61130000 - PRENDAS DE VESTIR CONFECCIONADAS CON TEJIDOS DE PUNTO DE LAS
6114;6114 - LAS DEMAS PRENDAS DE VESTIR, DE PUNTO
61141000;61141000 - - DE LANA O PELO FINO
61142000;61142000 - - De algodón
61143000;61143000 - - De fibras sintéticas o artificiales
61149000;61149000 - - De las demás materias textiles
6115;"6115 - CALZAS, """"PANTY-MEDIAS"""", LEOTARDOS, MEDIAS, CALCETINES Y DE"
61151000;"61151000 - - CALZAS, ""PANTY-MEDIAS"" Y LEOTARDOS:"
61151010;61151010 - - - Medias para varices
61151090;61151090 - - - Otros
61151100;61151100 - - - DE FIBRAS SINTETICAS, DE TITULO INFERIOR A 67 DECITEX PO
61151200;61151200 - - - DE FIBRAS SINTETICAS, DE TITULO SUPERIOR O IGUAL A 67 DE
61151900;61151900 - - - De las demás materias textiles
61152000;61152000 - - Medias de mujer, de título inferior a 67 decitex por hilo 
61152100;61152100 - - - De fibras sintiticas, de tmtulo inferior a 67 decitex po
61152200;61152200 - - - De fibras sintiticas, de tmtulo superior o igual a 67 de
61152900;61152900 - - - De las demas materias textiles
61153000;61153000 - - Las demas medias de mujer, de tmtulo inferior a 67 decitex
61159000;61159000 - - LOS DEMAS:
61159100;61159100 - - - DE LANA O PELO FINO
61159200;61159200 - - - De algodón
61159300;61159300 - - - DE FIBRAS SINTETICAS:
61159310;61159310 - - - - Medias para várices
61159390;61159390 - - - - OTROS
61159400;61159400 - - - De lana o pelo fino
61159500;61159500 - - - De algodsn
61159600;61159600 - - - De fibras sintiticas
61159900;61159900 - - - De las demás materias textiles
6116;6116 - GUANTES, MITONES Y MANOPLAS, DE PUNTO
61161000;61161000 - - Impregnados, recubiertos o revestidos con plástico o cauch
61169000;61169000 - - LOS DEMAS:
61169100;61169100 - - - DE LANA O PELO FINO
61169200;61169200 - - - De algodón
61169300;61169300 - - - De fibras sintéticas
61169900;61169900 - - - De las demás materias textiles
6117;6117 - LOS DEMAS COMPLEMENTOS (ACCESORIOS) DE VESTIR CONFECCIONADOS
61171000;61171000 - - Chales, pañuelos de cuello, bufandas, mantillas, velos y a
61172000;61172000 - - CORBATAS Y LAZOS SIMILARES
61178000;61178000 - - LOS DEMAS COMPLEMENTOS (ACCESORIOS) DE VESTIR:
61178010;61178010 - - - RODILLERAS Y TOBILLETAS, EXCEPTO PARA DEPORTE
61178020;61178020 - - - Corbatas y lazos similares
61178090;61178090 - - - OTROS
61179000;61179000 - - PARTES
62;62 - PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR, EXCEPTO LOS 
6201;6201 - ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTICULOS 
62011000;62011000 - - ABRIGOS, IMPERMEABLES, CHAQUETONES, CAPAS Y ARTICULOS SIMI
62011100;62011100 - - - DE LANA O PELO FINO
62011200;62011200 - - - De algodón
62011300;62011300 - - - De fibras sintéticas o artificiales
62011900;62011900 - - - De las demás materias textiles
62019000;62019000 - - LOS DEMAS:
62019100;62019100 - - - DE LANA O PELO FINO
62019200;62019200 - - - De algodón
62019300;62019300 - - - De fibras sintéticas o artificiales
62019900;62019900 - - - De las demás materias textiles
6202;6202 - ABRIGOS, CHAQUETONES, CAPAS, ANORAKS, CAZADORAS Y ARTICULOS 
62021000;62021000 - - ABRIGOS, IMPERMEABLES, CHAQUETONES, CAPAS Y ARTICULOS SIMI
62021100;62021100 - - - DE LANA O PELO FINO
62021200;62021200 - - - De algodón
62021300;62021300 - - - De fibras sintéticas o artificiales
62021900;62021900 - - - De las demás materias textiles
62029000;62029000 - - LOS DEMAS:
62029100;62029100 - - - DE LANA O PELO FINO
62029200;62029200 - - - De algodón
62029300;62029300 - - - De fibras sintéticas o artificiales
62029900;62029900 - - - De las demás materias textiles
6203;6203 - TRAJES (AMBOS O TERNOS), CONJUNTOS, CHAQUETAS (SACOS), PANTA
62031000;62031000 - - TRAJES (AMBOS O TERNOS):
62031100;62031100 - - - DE LANA O PELO FINO
62031200;62031200 - - - De fibras sintéticas
62031900;62031900 - - - De las demás materias textiles
62032000;62032000 - - CONJUNTOS:
62032100;62032100 - - - DE LANA O PELO FINO
62032200;62032200 - - - De algodón
62032300;62032300 - - - De fibras sintéticas
62032900;62032900 - - - De las demás materias textiles
62032910;62032910 - - - - De lana o pelo fino
62032990;62032990 - - - - Otras
62033000;62033000 - - CHAQUETAS (SACOS):
62033100;62033100 - - - DE LANA O PELO FINO
62033200;62033200 - - - De algodón
62033300;62033300 - - - De fibras sintéticas
62033900;62033900 - - - De las demás materias textiles
62034000;62034000 - - PANTALONES LARGOS, PANTALONES CON PETO, PANT.CORTOS (CALZO
62034100;62034100 - - - DE LANA O PELO FINO
62034200;62034200 - - - De algodón
62034300;62034300 - - - De fibras sintéticas
62034900;62034900 - - - De las demás materias textiles
6204;6204 - TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), VESTIDOS, FALDA
62041000;62041000 - - TRAJES SASTRE:
62041100;62041100 - - - DE LANA O PELO FINO
62041200;62041200 - - - De algodón
62041300;62041300 - - - De fibras sintéticas
62041900;62041900 - - - De las demás materias textiles
62042000;62042000 - - CONJUNTOS:
62042100;62042100 - - - DE LANA O PELO FINO
62042200;62042200 - - - De algodón
62042300;62042300 - - - De fibras sintéticas
62042900;62042900 - - - De las demás materias textiles
62043000;62043000 - - CHAQUETAS (SACOS):
62043100;62043100 - - - DE LANA O PELO FINO
62043200;62043200 - - - De algodón
62043300;62043300 - - - De fibras sintéticas
62043900;62043900 - - - De las demás materias textiles
62044000;62044000 - - VESTIDOS:
62044100;62044100 - - - DE LANA O PELO FINO
62044200;62044200 - - - De algodón
62044300;62044300 - - - De fibras sintéticas
62044400;62044400 - - - DE FIBRAS ARTIFICIALES
62044900;62044900 - - - De las demás materias textiles
62045000;62045000 - - FALDAS Y FALDAS PANTALON:
62045100;62045100 - - - DE LANA O PELO FINO
62045200;62045200 - - - De algodón
62045300;62045300 - - - De fibras sintéticas
62045900;62045900 - - - De las demás materias textiles
62046000;62046000 - - PANTALONES LARGOS,PANTALONES CON PETO,PANT.CORTOS(CALZONES
62046100;62046100 - - - DE LANA O PELO FINO
62046200;62046200 - - - De algodón
62046300;62046300 - - - De fibras sintéticas
62046900;62046900 - - - De las demás materias textiles
6205;6205 - CAMISAS PARA HOMBRES O NIÑOS
62051000;62051000 - - DE LANA O PELO FINO
62052000;62052000 - - De algodón
62053000;62053000 - - De fibras sintéticas o artificiales
62059000;62059000 - - De las demás materias textiles
62059010;62059010 - - - De lana o pelo fino
62059090;62059090 - - - Otras
6206;6206 - CAMISAS, BLUSAS Y BLUSAS CAMISERAS, PARA MUJERES O NIÑAS
62061000;62061000 - - DE SEDA O DESPERDICIOS DE SEDA
62062000;62062000 - - DE LANA O PELO FINO
62063000;62063000 - - De algodón
62064000;62064000 - - De fibras sintéticas o artificiales
62069000;62069000 - - De las demás materias textiles
6207;6207 - CAMISETAS INTERIORES, CALZONCILLOS (INCLUIDOS LOS LARGOS Y L
62071000;"62071000 - - CALZONCILLOS Y ""SLIPS"":"
62071100;62071100 - - - De algodón
62071900;62071900 - - - De las demás materias textiles
62072000;62072000 - - CAMISONES Y PIJAMAS:
62072100;62072100 - - - De algodón
62072200;62072200 - - - DE FIBRAS, SINTETICAS O ARTIFICIALES
62072900;62072900 - - - De las demás materias textiles
62079000;62079000 - - LOS DEMAS:
62079100;62079100 - - - De algodón
62079200;62079200 - - - De fibras sintéticas o artificiales
62079900;62079900 - - - De las demás materias textiles
62079910;62079910 - - - - De fibras sintiticas o artificiales
62079990;62079990 - - - - Otras
6208;"6208 - CAMISETAS INTERIORES, COMBINACIONES, ENAGUAS, BRAGAS (""""BLOO"
62081000;62081000 - - COMBINACIONES Y ENAGUAS:
62081100;62081100 - - - De fibras sintéticas o artificiales
62081900;62081900 - - - De las demás materias textiles
62082000;62082000 - - CAMISONES Y PIJAMAS:
62082100;62082100 - - - De algodón
62082200;62082200 - - - De fibras sintéticas o artificiales
62082900;62082900 - - - De las demás materias textiles
62089000;62089000 - - LOS DEMAS:
62089100;62089100 - - - De algodón
62089200;62089200 - - - De fibras sintéticas o artificiales
62089900;62089900 - - - De las demás materias textiles
6209;6209 - PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR, PARA BEBES
62091000;62091000 - - DE LANA O PELO FINO
62092000;62092000 - - DE ALOGODON
62093000;62093000 - - De fibras sintéticas
62099000;62099000 - - De las demás materias textiles
62099010;62099010 - - - De lana o pelo fino
62099090;62099090 - - - Otras
6210;6210 - PRENDAS DE VESTIR CONFECCIONADAS CON PRODUCTOS DE LAS PARTID
62101000;62101000 - - CON PRODUCTOS DE LAS PARTIDAS N# 56.02 O 56.03
62101010;62101010 - --UNIFORME DEL TIPO MONO(OVEROL),ESTERILIZADO, DESECHABLE
62101090;62101090 - --OTROS
62102000;62102000 - - Las demás prendas de vestir del tipo de las citadas en las
62103000;62103000 - - Las demás prendas de vestir del tipo de las citadas en las
62104000;62104000 - - Las demás prendas de vestir para hombres o niños
62105000;62105000 - - Las demás prendas de vestir para mujeres o niñas
6211;6211 - CONJUNTOS DE ABRIGO PARA ENTRENAMIENTO O DEPORTE (CHANDALES)
62111000;62111000 - - BA¥ADORES:
62111100;62111100 - - - Para hombres o niños
62111200;62111200 - - - Para mujeres o niñas
62112000;62112000 - - Monos (overoles) y conjuntos de esquí
62113000;62113000 - - LAS DEMAS PRENDAS DE VESTIR PARA HOMBRES O NI¥OS:
62113100;62113100 - - - DE LANA O PELO FINO
62113200;62113200 - - - De algodón
62113300;62113300 - - - De fibras sintéticas o artificiales
62113900;62113900 - - - De las demás materias textiles
62114000;62114000 - - LAS DEMAS PRENDAS DE VESTIR PARA MUJERES O NI¥AS:
62114100;62114100 - - - DE LANA O PELO FINO
62114200;62114200 - - - De algodón
62114300;62114300 - - - De fibras sintéticas o artificiales
62114900;62114900 - - - De las demás materias textiles
62114910;62114910 - - - - De lana o pelo fino
62114990;62114990 - - - - Otras
6212;"6212 - SOSTENES (""""BRASSIERES"""", CORPIÑOS), FAJAS, CORSES, TIRANTES"
62121000;"62121000 - - SOSTENES (""BRASSIERES"",CORPI¥OS)"
62122000;62122000 - - Fajas y fajas braga (fajas calzón, fajas bombacha)
62123000;"62123000 - - FAJAS SOSTEN (FAJAS ""BRASSIERE"", FAJAS CORPI¥O)"
62129000;62129000 - - Los demás
6213;6213 - PAÑUELOS DE BOLSILLO
62131000;62131000 - - DE SEDA O DESPERDICIOS DE SEDA
62132000;62132000 - - De algodón
62139000;62139000 - - De las demás materias textiles
6214;6214 - CHALES (MANTONES), PAÑUELOS DE CUELLO, BUFANDAS, MANTILLAS, 
62141000;62141000 - - DE SEDA O DESPERDICIOS DE SEDA
62142000;62142000 - - DE LANA O PELO FINO
62143000;62143000 - - De fibras sintéticas
62144000;62144000 - - DE FIBRAS ARTIFICIALES
62149000;62149000 - - De las demás materias textiles
6215;6215 - CORBATAS Y LAZOS SIMILARES
62151000;62151000 - - DE SEDA O DESPERDICIOS DE SEDA
62152000;62152000 - - De fibras sintéticas o artificiales
62159000;62159000 - - De las demás materias textiles
6216;6216 - GUANTES, MITONES Y MANOPLAS
62160000;62160000 - GUANTES, MITONES Y MANOPLAS
6217;6217 - LOS DEMAS COMPLEMENTOS (ACCESORIOS) DE VESTIR CONFECCIONADOS
62171000;62171000 - - COMPLEMENTOS (ACCESORIOS) DE VESTIR
62179000;62179000 - - PARTES
63;"63 - LOS DEMAS ARTICULOS TEXTILES CONFECCIONADOS; JUEGOS; PRENDER"
6301;6301 - MANTAS (COBIJAS O FRAZADAS)
63011000;63011000 - - Mantas eléctricas
63012000;63012000 - - Mantas de lana o pelo fino (excepto las eléctricas)
63013000;63013000 - - Mantas de algodón (excepto las eléctricas)
63014000;63014000 - - Mantas de fibras sintéticas (excepto las eléctricas)
63019000;63019000 - - Las demás mantas
6302;6302 - ROPA DE CAMA, MESA, TOCADOR O COCINA
63021000;63021000 - - ROPA DE CAMA, DE PUNTO
63022000;63022000 - - LAS DEMAS ROPAS DE CAMA, ESTAMPADAS:
63022100;63022100 - - - De algodón
63022200;63022200 - - - De fibras sintéticas o artificiales
63022900;63022900 - - - De las demás materias textiles
63023000;63023000 - - LAS DEMAS ROPAS DE CAMA:
63023100;63023100 - - - De algodón
63023200;63023200 - - - De fibras sintéticas o artificiales
63023900;63023900 - - - De las demás materias textiles
63024000;63024000 - - ROPA DE MESA, DE PUNTO
63025000;63025000 - - LAS DEMAS ROPAS DE MESA:
63025100;63025100 - - - De algodón
63025200;63025200 - - - DE LINO
63025300;63025300 - - - De fibras sintéticas o artificiales
63025900;63025900 - - - De las demás materias textiles
63025910;63025910 - - - - De lino
63025990;63025990 - - - - Otras
63026000;63026000 - - Ropa de tocador o cocina, de tejido con bucles del tipo to
63029000;63029000 - - LAS DEMAS:
63029100;63029100 - - - De algodón
63029200;63029200 - - - DE LINO
63029300;63029300 - - - De fibras sintéticas o artificiales
63029900;63029900 - - - De las demás materias textiles
63029910;63029910 - - - - De lino
63029990;63029990 - - - - Otras
6303;"6303 - VISILLOS Y CORTINAS; GUARDAMALLETAS Y RODAPIES DE CAMA"
63031000;63031000 - - DE PUNTO:
63031100;63031100 - - - De algodón
63031200;63031200 - - - De fibras sintéticas
63031900;63031900 - - - De las demás materias textiles
63031910;63031910 - - - - De algodsn
63031990;63031990 - - - - Otras
63039000;63039000 - - LOS DEMAS:
63039100;63039100 - - - De algodón
63039200;63039200 - - - De fibras sintéticas
63039900;63039900 - - - De las demás materias textiles
6304;6304 - LOS DEMAS ARTICULOS DE TAPICERIA, EXCEPTO LOS DE LA PARTIDA 
63041000;63041000 - - COLCHAS:
63041100;63041100 - - - DE PUNTO
63041900;63041900 - - - Las demás
63042000;63042000 -  - Mosquiteros, especificados en la Nota 1 de  subpartida de
63049000;63049000 - - LOS DEMAS:
63049100;63049100 - - - DE PUNTO
63049200;63049200 - - - De algodón, excepto de punto
63049300;63049300 - - - De fibras sintéticas, excepto de punto
63049900;63049900 - - - De las demás materias textiles, excepto de punto
6305;6305 - SACOS (BOLSAS) Y TALEGAS, PARA ENVASAR
63051000;63051000 - - DE YUTE O DEMAS FIBRAS TEXTILES DEL LIBER DE LA PARTIDA N#
63052000;63052000 - - De algodón
63053000;63053000 - - DE MATERIAS TEXTILES SINTETICAS O ARTIFICIALES:
63053200;63053200 - - - CONTINENTES INTERMEDIOS FLEXIBLES PARA PRODUCTOS A GRANE
63053300;63053300 - ---Sacos (bolsas) de polietileno y polipropileno
63053900;63053900 - - - Los demás
63059000;63059000 - - De las demás materias textiles
6306;"6306 - TOLDOS DE CUALQUIER CLASE; TIENDAS (CARPAS); VELAS PARA EMBA"
63061000;63061000 - - TOLDOS DE CUALQUIER CLASE:
63061100;63061100 - - - De algodón
63061200;63061200 - - - De fibras sintéticas
63061900;63061900 - - - De las demás materias textiles
63061910;63061910 - - - - De algodsn
63061990;63061990 - - - - Otras
63062000;63062000 - - TIENDAS (CARPAS):
63062100;63062100 - - - De algodón
63062200;63062200 - - - De fibras sintéticas
63062900;63062900 - - - De las demás materias textiles
63062910;63062910 - - - - De algodsn
63062990;63062990 - - - - Otras
63063000;63063000 - - VELAS:
63063010;63063010 - - - De fibras sintiticas
63063090;63063090 - - - De las demas materias textiles
63063100;63063100 - - - De fibras sintéticas
63063900;63063900 - - - De las demás materias textiles
63064000;63064000 - - COLCHONES NEUMATICOS:
63064100;63064100 - - - De algodón
63064900;63064900 - - - De las demás materias textiles
63069000;63069000 - - LOS DEMAS:
63069010;63069010 - - - De algodon
63069090;63069090 - - - De las demas materias textiles
63069100;63069100 - - - De algodón
63069900;63069900 - - - De las demás materias textiles
6307;6307 - LOS DEMAS ARTICULOS CONFECCIONADOS, INCLUIDOS LOS PATRONES P
63071000;63071000 - - Paños para fregar o lavar (bayetas, paños rejilla), franel
63072000;63072000 - - CINTURONES (FAJAS) Y CHALECOS, SALVAVIDAS
63079000;63079000 - - LOS DEMAS:
63079010;63079010 - - - CORREAS Y CINTURONES DE SEGURIDAD
63079020;63079020 - - - MASCARILLAS DESECHABLES
63079030;63079030 - - - BANDAS REFLECTIVAS DE SEGURIDAD
63079040;63079040 - - - TELAS DE PROTECCION CONFECCIONADAS PLANAS, PROVISTAS DE 
63079090;63079090 - - - OTROS
6308;6308 - JUEGOS CONSTITUIDOS POR PIEZAS DE TEJIDO E HILADOS, INCLUSO 
63080000;63080000 - JUEGOS CONSTITUIDOS POR PIEZAS DE TEJIDOS E HILADOS, INCLUSO
6309;6309 - ARTICULOS DE PRENDERIA
63090000;63090000 - ARTICULOS DE PRENDERIA
63090010;63090010 - - CALZADO
63090090;63090090 - - OTROS
6310;"6310 - TRAPOS; CORDELES, CUERDAS Y CORDAJES, DE MATERIA TEXTIL, EN "
63101000;63101000 - - CLASIFICADOS
63109000;63109000 - - LOS DEMAS
63109010;63109010 - - - Con un contenido de poliéster superior o igual al 80% en
63109020;63109020 - - - Con un contenido de fibras acrílicas superior o igual al
63109090;63109090 - - - Otros
64;"64 - CALZADO, POLAINAS Y ARTICULOS ANALOGOS; PARTES DE ESTOS ARTI"
6401;6401 - CALZADO IMPERMEABLE CON SUELA Y PARTE SUPERIOR DE CAUCHO O P
64011000;64011000 - - Calzado con puntera metálica de protección
64019000;64019000 - - LOS DEMAS CALZADOS:
64019100;64019100 - - - QUE CUBRAN LA RODILLA
64019200;64019200 - - - QUE CUBRAN EL TOBILLO SIN CUBRIR LA RODILLA
64019900;64019900 - - - Los demás
64019910;64019910 - - - - Que cubran la rodilla
64019990;64019990 - - - - Otros
6402;6402 - LOS DEMAS CALZADOS CON SUELA Y PARTE SUPERIOR DE CAUCHO O PL
64021000;64021000 - - CALZADO DE DEPORTE:
64021200;"64021200 - - - CALZADO DE ESQUI Y CALZADO PARA LA PRACTICA DE ""SNOWBOAR"
64021900;64021900 - - - Los demás
64022000;64022000 - - CALZADO CON LA PARTE SUPERIOR DE TIRAS O BRIDAS FIJAS ALA 
64023000;64023000 - - Los demás calzados, con puntera metálica de protección
64029000;64029000 - - LOS DEMAS CALZADOS:
64029100;64029100 - - - QUE CUBRAN EL TOBILLO
